-1.69, 1.71, 1.26, 0.14, -1.94, 1.56, -3.32, -1.16, -1.36, -2.10
1.64, -1.62, -0.89, 0.76, 1.53, -0.80, 0.87, 0.92, 1.40, 0.78
2.34, -1.68, -2.00, 2.83, 2.21, -1.91, 1.19, 1.01, 1.54, 1.75
1.02, -0.27, -1.56, 0.83, 0.59, -0.52, 0.40, 0.62, 0.80, 1.18
0.37, -0.21, -0.52, 0.19, 0.44, -0.05, 0.08, -0.27, 0.19, -0.26
1.76, -2.24, -1.17, 0.91, 2.17, -1.14, 0.42, 0.82, 0.58, 0.73
-0.61, 0.57, 0.82, 0.01, -0.44, 0.79, -0.79, -0.88, 0.16, -0.41
-1.74, 1.46, -0.02, -1.41, -0.79, 1.06, -1.04, -1.12, -0.94, -0.90
-0.05, 0.54, -1.32, 2.30, -0.32, -1.01, 0.47, -0.18, 0.09, -2.05
-0.16, 0.31, 0.29, -0.08, -0.62, 0.36, 0.04, -0.43, -0.78, -1.21
0.84, -0.05, -0.18, 0.22, 0.51, -0.22, -0.10, 0.61, 0.27, 1.05
0.06, 1.21, -0.71, 1.70, -0.51, -0.15, 0.19, 0.01, -0.22, 0.14
0.14, 0.42, 0.62, -0.05, -0.50, -0.02, -0.97, -0.16, -1.65, -0.74
-0.84, 0.93, 0.20, 0.27, -1.37, 0.59, -1.07, -0.46, -1.43, -1.45
-0.96, 0.29, -0.40, 0.68, -0.23, -0.25, 0.04, -0.44, -0.31, 0.04
0.41, 0.20, -0.59, -0.05, 0.62, -0.25, -0.56, -0.03, 0.11, 0.29
0.30, -0.07, -1.38, -0.70, 0.70, -0.36, -0.09, 1.11, 0.51, 0.57
-0.23, -0.45, -0.92, -0.67, 0.29, -0.28, 0.09, 0.54, 1.02, -0.76
-0.44, -0.19, -0.04, -0.05, 0.71, -0.24, -0.25, 0.29, 0.70, 1.21
-0.89, 0.09, 0.63, -1.14, -0.37, 1.15, -1.03, -1.14, 0.25, 0.21
0.18, -0.12, -1.74, 2.12, 0.80, -0.22, -0.21, -1.10, 0.26, -0.59
1.17, -1.03, -0.40, 1.63, 1.22, -1.56, 1.84, 1.24, 1.40, 1.71
1.41, -0.96, -1.50, 1.64, 1.57, -1.68, 1.67, 1.27, 1.34, 0.03
0.06, 0.60, -1.11, 1.16, 0.04, -0.49, 0.18, -0.38, -1.03, -1.01
1.18, -0.04, -1.85, 1.20, 0.17, -0.24, 0.19, -0.40, 0.10, -1.05
-2.47, 3.00, 0.94, -0.30, -2.86, 1.73, -0.58, -2.28, -3.36, -2.40
0.41, -0.43, -0.11, 0.13, 0.99, -0.92, -0.19, 0.20, 0.63, 1.13
-2.69, 2.31, 0.80, 0.45, -2.23, 1.18, -0.86, -3.15, -2.84, -2.40
-0.72, 0.68, 2.22, -0.66, -1.28, 1.23, -0.83, -0.58, -0.66, -0.76
-0.62, 0.09, -1.36, 1.63, 0.07, -0.76, 0.78, -0.72, -0.17, -0.38
-0.94, 0.52, -1.15, 0.55, 0.08, -0.38, 1.23, -0.92, -0.01, -0.60
-3.05, 3.17, -0.78, 1.67, -2.41, 2.09, -2.08, -2.66, -2.87, -2.25
-0.15, 1.23, -0.12, -1.22, -1.16, 0.54, -0.72, -1.26, -1.14, -0.66
-0.81, 0.22, -1.20, 0.88, -0.01, -0.26, 0.66, 0.07, -0.34, -0.21
-1.50, 0.82, 0.22, 0.15, -0.84, 0.78, -1.43, -0.60, -0.60, -0.36
0.63, 0.09, -0.68, 0.43, 0.58, -0.86, 1.41, -0.55, -0.57, -0.25
-0.58, 0.39, 1.39, -0.95, 0.01, 0.84, -0.61, 0.68, 0.31, 0.98
-0.56, 0.49, 1.50, -0.71, -0.46, 0.90, -0.95, -1.87, -1.65, 0.04
-0.45, 0.78, 0.40, 1.25, -1.12, 0.19, -0.06, -0.11, -1.02, -0.66
-0.12, 0.88, -1.05, -0.49, 0.13, 0.63, -0.07, -0.36, 0.35, 0.36
-1.76, 1.49, -0.55, -1.25, -1.15, 0.86, -1.17, -1.86, -1.94, -0.30
-0.01, 0.65, -0.26, 0.39, -0.17, 0.32, -0.66, -0.25, -0.48, -1.30
-0.80, 0.72, -0.25, 0.06, -0.15, 0.12, -0.20, -1.88, -0.80, -1.30
-0.07, 0.22, 0.10, -0.34, -0.37, 0.79, -0.74, -0.90, -0.70, 0.09
-0.88, 0.89, 0.54, -0.82, -0.82, 0.54, -0.55, -0.71, -0.36, -0.80
1.18, -0.50, -0.81, -1.18, 0.68, -0.25, 0.23, 0.26, 0.34, 0.03
-0.95, 0.58, -0.45, 0.08, -0.28, -0.48, 0.58, 0.04, -0.10, 0.19
-0.40, 0.32, 0.01, -0.74, -0.63, 0.07, -0.31, -1.52, -1.28, -1.46
0.15, 0.09, 1.53, -0.63, 0.21, 0.13, -0.37, 1.39, 0.09, 1.10
0.75, -0.23, -0.08, 0.18, -0.03, -0.56, 0.51, 0.45, 0.31, -0.04
-1.22, 1.37, 0.81, -1.82, -1.30, 1.29, -1.05, -0.76, -0.73, -0.55
0.18, -0.58, -2.29, 1.30, 0.37, -0.46, -0.15, -0.28, 0.55, -0.87
-0.33, 0.07, 0.93, -0.24, -0.57, 0.57, -0.94, -0.23, -0.34, -1.42
0.66, -1.12, -0.83, -0.38, 1.04, -1.22, 2.18, 0.79, 0.77, 0.11
0.90, 0.13, -1.55, 0.67, 0.32, -0.42, -0.04, 0.62, 0.37, -0.45
0.12, 0.40, 1.50, -1.98, -0.56, 0.91, -0.06, 0.56, -0.31, 0.15
1.25, -1.64, 1.57, 0.49, 0.08, 0.11, 0.40, 0.27, 0.57, 0.39
0.38, -0.90, -0.70, 0.84, 1.47, -1.30, 0.34, 1.13, 1.50, 0.10
-0.36, -0.18, -0.50, 0.22, 0.13, 0.44, -0.21, -1.45, -0.14, -0.46
0.22, -0.35, 0.33, -0.01, 0.27, -0.22, -0.04, 0.34, -0.03, 0.32
1.24, -0.56, -1.76, 0.55, 0.76, -1.20, 0.89, 0.45, 1.55, -0.30
1.90, -2.09, 0.55, -0.37, 1.69, -1.10, 0.29, 1.59, 2.41, 2.36
-0.85, 0.63, -0.94, 1.04, 0.17, -0.11, 0.57, 0.53, 0.15, -1.11
-0.17, 0.62, -0.71, 0.76, 0.33, -0.20, 0.24, 0.75, 0.15, -0.15
1.17, 0.40, -0.22, -0.14, -0.67, -0.42, 0.04, 0.37, 0.08, 0.20
-0.30, 0.19, 0.41, 0.85, -0.22, 0.64, -0.31, -0.16, -0.54, -0.13
-0.30, 0.23, 0.38, 0.54, -1.02, 1.44, -1.89, -1.14, -1.02, -0.60
1.08, 0.33, 0.33, -0.10, -0.27, 0.10, -0.19, 1.05, 0.41, 0.33
0.35, -1.08, -0.70, 0.89, 1.20, -1.18, 1.72, 0.38, 1.04, 0.24
-0.86, 0.91, -0.17, -0.30, -0.26, 0.48, -0.21, -0.48, -0.21, -0.10
-0.45, -0.01, -0.41, -0.72, 0.61, -0.12, 0.42, 1.33, 0.48, -0.19
0.02, -0.16, -1.58, 0.53, 1.31, -0.17, -0.61, 0.96, 1.15, -0.47
-0.25, 0.43, 0.50, -0.17, 0.26, 0.23, -0.71, 0.41, 0.48, -0.14
-0.47, 2.02, 1.46, -1.22, -2.11, 1.94, -1.71, -0.73, -1.22, -1.25
-0.54, 0.00, 0.47, -0.29, -0.49, 0.96, -1.05, 0.29, -0.23, 0.19
-0.18, -0.53, -1.29, 0.39, 1.00, -0.67, 0.51, 0.99, 0.83, 0.58
-0.41, 0.42, -1.04, -0.63, -0.45, 1.08, -0.27, 0.04, -0.11, -0.38
0.29, -0.94, 0.46, -0.36, 1.22, 1.23, -0.06, 0.40, 0.82, 1.90
-1.52, 1.03, 1.45, -1.75, -0.93, 1.65, -1.44, -0.66, -1.30, -0.90
-1.26, 1.16, 1.64, -1.78, -1.76, 1.97, -2.23, -1.35, -1.30, -0.67
3.19, -1.79, -1.98, 1.74, 1.77, -2.48, 3.35, 0.62, 1.20, 0.40
-1.60, 1.48, 2.07, -2.18, -1.41, 1.73, -2.11, -1.58, -2.46, 0.09
0.81, -0.20, -0.92, 1.61, 0.23, -0.62, 1.14, -0.27, 0.21, 0.14
-1.47, 0.75, -0.86, 0.00, -0.07, 1.40, -1.56, -1.12, -0.71, -1.16
0.70, -0.65, -0.66, -0.08, 0.64, -0.63, 0.86, 0.93, 1.30, 1.48
-1.25, 1.26, 0.18, -0.05, -1.30, 1.62, -1.61, -0.60, -1.17, -0.81
0.45, -0.87, 0.72, 0.38, 0.46, -0.65, 0.53, -0.25, -0.94, -0.05
1.61, -0.71, -1.44, 0.73, 1.16, -1.20, 1.70, 1.80, 1.40, 1.39
0.38, 0.66, 0.37, 0.69, -0.61, -0.11, 0.12, 0.82, -0.84, -0.62
0.35, 0.26, -0.30, 0.15, -0.30, -0.09, 1.22, -0.48, 0.13, -0.53
-0.10, 0.72, 1.44, 0.34, -0.62, 0.53, -0.92, -0.59, -0.75, -0.19
-2.09, 2.24, 3.13, -2.60, -2.85, 2.23, -2.52, -0.64, -1.70, -0.68
-1.40, 1.07, 0.51, -0.48, -1.42, 0.48, -0.58, 0.20, -0.28, -0.24
-0.22, 0.47, 0.84, 0.02, -0.52, 0.64, -1.03, 1.24, -0.45, 0.08
0.64, 0.27, -0.66, 0.10, 0.15, -0.09, 0.39, 0.22, -0.14, -0.42
-1.19, 0.37, 0.82, -0.58, -0.46, -0.14, -0.33, -0.62, 0.03, 1.00
0.10, -0.05, -1.24, 0.40, 0.35, 0.36, -0.27, 0.19, 0.46, -0.68
0.82, -0.59, 0.34, 0.75, 0.33, -0.51, -0.05, 0.13, 0.58, 0.22
-0.38, 0.02, -1.29, -0.06, 0.32, -0.23, 0.50, -0.09, 0.82, 0.17
-0.30, -0.27, -0.19, 0.40, 0.19, 0.41, -0.71, 0.53, 0.64, -0.14
0.32, -1.13, -1.28, 0.19, 2.08, -1.90, 2.54, 2.28, 1.42, 1.24
-0.70, 0.79, -0.97, 0.48, -0.29, 0.46, -0.29, -0.75, -0.44, -0.71
-0.37, -0.11, 0.22, -0.06, 0.11, 0.66, 0.28, -0.56, 0.07, -0.73
-0.55, 0.36, -0.51, -0.20, 0.08, 0.77, -0.62, -0.92, -0.59, -1.08
1.82, -1.58, 0.70, -0.33, 0.84, 0.06, 0.14, 1.63, 1.25, 0.78
1.10, -0.89, 0.72, -0.94, 0.39, -0.32, 0.42, 0.60, 0.64, 1.31
0.94, -0.90, -0.56, -0.59, 1.37, -0.93, 0.23, 1.80, 2.46, 1.89
0.16, -0.06, -0.65, 1.53, 0.62, -0.52, 1.32, 0.33, -0.37, -0.42
-0.84, -0.34, 0.41, -0.53, 0.18, 0.42, -0.49, 0.21, 0.13, 0.39
-0.70, 0.51, 0.41, 0.75, 0.13, 0.63, -1.06, 0.40, 0.23, -0.23
-1.29, 0.66, -1.12, 0.88, -0.47, 0.54, -1.06, -0.30, -0.27, -1.73
0.39, 0.54, -0.75, 0.44, -0.67, 0.05, -0.21, -0.44, -0.60, -1.06
0.71, 0.58, 0.76, -0.70, -1.34, 1.21, -0.79, -1.26, -0.62, -1.26
0.48, -1.15, -0.15, -0.88, 0.83, -0.89, 0.00, 0.21, 1.52, 1.35
-0.59, 1.08, -0.17, -0.60, -0.65, 0.41, -0.38, 0.27, -0.81, -0.55
1.10, -0.94, -0.51, 0.43, 1.32, -1.36, 1.13, 1.13, 1.29, -0.01
-0.22, -0.55, 0.77, -2.36, -0.54, 1.50, -0.83, -0.21, -0.00, -0.12
2.29, -2.75, -0.24, -0.92, 2.73, -2.25, 1.79, 2.77, 2.26, 1.98
2.47, -2.35, -0.81, -1.50, 2.04, -0.33, 1.49, 1.09, 2.17, 2.31
-0.79, 0.72, -0.72, -0.94, -0.09, 0.36, -0.04, 0.28, -0.53, -0.53
-0.50, -0.08, 0.67, -0.86, -0.18, 0.44, -1.63, -0.72, -0.50, 0.56
-0.42, 0.83, 0.46, 0.22, -0.85, 0.71, -0.94, -0.10, -0.01, 0.20
-1.08, 0.96, 0.48, -1.55, -0.27, 0.63, -0.26, 0.29, -0.28, 0.81
0.32, -0.41, -0.55, 0.17, 0.10, -0.61, 0.16, -0.01, 0.30, -0.80
0.37, 0.15, 1.79, -0.57, -0.85, 1.23, -0.88, -0.05, -0.25, 0.77
-0.77, 0.24, 0.29, 0.39, -0.75, 0.05, -0.00, -0.60, -0.77, -0.55
0.86, -1.32, -0.89, 1.12, 1.36, -0.68, 0.55, 0.22, 1.06, 0.21
-0.73, 0.60, -1.26, 0.95, 0.38, 0.11, 0.05, -1.20, 0.03, -0.60
-1.82, 1.27, 0.50, 0.57, -1.04, 0.79, -0.96, 0.12, -1.22, -1.68
2.07, -2.45, -0.06, 0.92, 1.71, -0.89, 1.12, 1.98, 1.75, 1.20
1.45, -0.19, -0.41, 1.52, 0.56, -1.04, 0.93, 0.78, 0.12, -0.63
0.94, -1.05, 0.36, -0.51, 0.57, 0.04, 0.74, 0.45, 0.51, 0.25
2.01, -1.21, -0.10, -0.46, 0.93, -0.33, 0.51, 0.56, 0.69, 1.41
0.58, -0.93, -0.14, -0.05, 0.95, -0.53, 1.39, 0.54, 0.32, 1.18
1.39, -0.88, 0.30, -0.51, 0.92, -0.49, 1.23, 0.78, 0.90, 1.43
0.08, -0.21, 0.02, 0.01, 1.27, -1.16, -0.18, 0.75, 1.08, 0.77
1.72, -1.25, -1.20, 1.47, 1.00, -0.97, 1.41, 0.96, 1.02, -0.35
-0.38, 0.86, -0.70, 1.41, -0.21, 0.91, -1.00, -0.83, -0.78, -0.88
0.15, -0.35, 0.15, 1.00, 0.65, 0.13, -0.56, -0.03, -0.58, 0.71
0.44, -0.58, -0.75, -0.92, 1.10, -0.47, 0.61, 1.00, 0.70, 0.63
-0.16, -0.39, 0.35, 0.74, -0.05, -0.06, 0.16, -0.75, -0.91, -0.93
-0.24, 0.07, -0.15, -0.27, 0.21, -0.12, -1.13, 0.74, 0.15, -0.45
-0.21, 0.40, -0.36, -0.19, -0.68, 0.84, -0.37, -1.23, -0.12, -0.53
-0.50, -0.57, 0.57, -0.48, 0.42, -0.26, -0.14, 0.95, 0.73, 0.53
0.27, -0.46, -0.73, 0.00, 0.56, -0.37, 0.41, 0.54, 0.56, 1.82
-0.23, 0.01, 0.67, -0.23, -0.07, 0.63, -0.81, -1.47, 0.07, 0.13
1.46, -1.21, -2.39, 1.32, 1.57, -1.00, 1.44, 1.14, 1.87, 0.57
1.16, -1.84, -0.04, 0.01, 1.53, -0.37, 0.68, 1.79, 1.77, 1.17
-1.88, 0.71, 0.89, -0.31, -0.61, 0.29, -1.20, -1.38, -1.37, 0.70
-0.67, -0.43, 0.15, -0.34, -0.35, -0.64, -0.92, -0.19, 0.50, -0.49
-0.76, 0.34, -1.28, 0.80, 0.24, 0.07, -0.09, -0.68, -0.40, -1.17
-2.15, 1.80, 1.59, -1.45, -2.48, 2.28, -2.39, -3.12, -2.72, -0.86
1.60, -1.56, -0.38, -1.08, 1.72, -1.17, 1.78, 0.68, 1.35, 1.98
1.93, -2.02, 1.44, -0.10, 1.61, -1.84, 1.35, 1.71, 1.47, 1.83
0.36, 0.14, 0.09, 0.32, -0.22, 0.02, -0.24, -0.45, 0.21, 0.65
-1.05, -0.27, 0.81, -0.84, -0.14, 1.00, -0.70, -0.67, -0.63, 0.27
-1.86, 1.96, -0.94, -0.47, -0.69, 0.01, -0.75, -1.14, -1.63, -1.44
-0.35, 1.16, -0.63, 1.56, -0.93, 0.41, -0.96, -0.64, -1.33, -1.22
-0.13, 0.75, 0.30, 0.62, -0.22, -0.10, 0.18, 0.70, -0.27, 0.59
0.76, -0.79, -0.52, 0.81, 0.57, -0.78, 0.42, 0.71, 0.50, -0.20
-2.54, 1.18, 1.64, -1.14, -1.73, 1.57, -1.96, -0.93, -1.13, -0.88
-1.98, 1.62, -0.34, 0.88, -1.28, 0.59, -0.42, -0.88, -1.64, -1.31
0.50, 0.27, 1.37, 0.14, -0.25, 0.73, -1.04, -0.13, 0.55, 0.26
-0.12, -0.09, 0.17, -0.59, 0.68, -0.79, -0.05, 0.92, 0.96, 0.95
-0.33, 0.30, 0.65, 0.06, -0.68, 0.03, -0.07, -0.99, -0.21, -0.41
-0.85, 0.72, 0.86, -0.63, -0.61, 1.50, -1.62, -0.72, -0.07, 0.69
-0.19, -0.03, -0.48, -0.76, -0.56, 0.42, -0.01, -0.61, -0.29, -1.23
0.03, -1.03, 0.57, -0.39, 0.52, -0.23, -0.21, 0.19, 0.66, 0.53
0.10, -0.86, -0.22, -0.98, 1.23, -0.73, 0.61, 0.95, 1.65, 0.22
-0.31, -0.51, 0.11, -0.20, 0.41, 0.28, -0.14, -0.92, 0.54, -0.46
0.44, -0.40, 0.85, -0.74, 0.59, 0.54, -0.36, 0.71, 0.67, 1.35
-2.66, 2.51, 0.88, -0.90, -2.40, 1.70, -1.63, -1.74, -1.70, -2.50
-1.64, 0.44, 1.20, -0.77, -0.95, 0.83, -1.15, -1.22, -1.31, -0.90
2.07, -2.15, -0.53, 0.11, 1.72, -1.20, 1.31, 1.87, 2.10, 1.80
0.21, 0.11, -0.38, 0.22, -0.36, -0.59, 0.68, -0.03, 0.18, -0.76
-1.78, 1.59, 0.94, -0.15, -2.12, 1.51, -1.68, -0.32, -0.93, -1.60
-0.37, -0.31, -0.62, 1.18, 0.61, -1.90, 0.42, -0.10, -0.36, -1.25
0.46, -0.61, 0.37, -1.65, 0.80, -0.12, 0.07, 0.55, 0.38, 0.55
0.70, 0.01, 0.10, 0.39, -0.34, 0.81, -0.98, 0.46, -0.20, -0.06
0.59, -0.06, 0.12, -0.14, 0.66, -0.62, -0.84, 1.14, 1.29, 0.20
1.81, -1.36, 0.88, 0.89, 0.83, -0.76, 0.25, 1.11, 0.29, 0.79
0.60, -0.26, -1.66, 1.73, 0.34, -0.93, -0.36, -0.14, -0.20, -0.75
2.30, -1.50, -1.30, 1.28, 1.13, -0.63, 1.04, 0.85, 1.13, 0.53
-0.02, -0.08, 0.31, 0.16, -0.17, 0.04, -0.21, 0.02, 0.18, -0.78
-0.38, 0.82, 0.64, -0.32, -0.31, 0.76, -0.42, -1.39, -1.21, -0.90
0.35, 0.01, -1.05, 0.55, 0.83, -1.62, 1.43, 0.72, 0.15, -0.08
-0.91, 0.11, 0.82, 0.84, -0.89, 0.88, -1.22, -1.11, -0.50, -0.81
-1.25, 1.39, 0.67, -0.56, -1.49, 1.08, -1.73, -2.02, -1.86, -0.43
1.06, -1.03, 0.29, 0.32, 0.17, -0.35, 0.36, 0.60, 0.57, -0.11
-0.54, 0.23, -0.25, -0.02, 0.36, -0.52, -0.32, 0.44, 0.81, 0.50
0.72, -0.79, 0.01, -1.27, 0.27, 1.00, -0.16, -1.30, -0.04, 0.07
-0.90, 0.62, -0.22, 0.74, -0.64, 0.80, -0.81, -1.54, -1.50, -1.24
0.66, -0.13, -2.50, 1.25, 1.13, -1.49, 0.54, 0.42, 0.45, -0.28
1.73, -1.91, -0.00, 0.52, 0.86, -0.52, 0.86, 0.11, 0.69, 0.47
-1.66, 1.57, 0.50, -0.89, -2.03, 1.53, -1.84, -2.43, -2.23, -2.03
-1.80, 1.96, 0.34, -0.58, -1.60, 2.05, -1.33, -1.07, -1.25, 0.21
-0.85, 0.90, 0.40, -0.56, -0.88, 0.81, -0.33, 0.23, -0.36, -0.13
-1.97, 1.32, 0.44, -0.18, -1.13, 1.40, -1.59, -1.63, -2.08, -2.48
2.01, -1.38, -0.86, 0.48, 1.79, -1.02, 1.11, 2.39, 1.76, 1.28
0.84, -0.78, -1.14, 0.30, 0.62, -0.07, 0.18, 1.28, 1.64, 1.00
-0.19, 0.08, -0.09, -0.21, 0.05, 0.58, -1.59, -0.42, 0.18, -0.13
0.09, -0.79, -1.04, -0.40, 0.15, -0.04, -0.05, 0.99, 0.58, 1.14
0.31, -0.96, 0.68, -0.23, 0.83, -0.21, 0.49, 0.63, 0.10, 0.91
-0.89, 0.80, -1.46, 1.50, -0.42, 0.56, -0.08, -0.49, -0.80, -1.11
0.46, -0.77, -0.23, -0.23, 1.19, -0.97, -0.37, 0.44, 1.15, 1.76
-1.51, 0.79, -0.57, 2.25, -0.90, 0.05, -0.80, -1.42, -0.83, -1.57
-0.83, 1.05, 1.43, -1.35, -1.17, 1.61, -1.03, -1.86, -1.74, -0.26
0.13, -0.65, -0.70, 0.70, 0.84, -1.11, 0.57, 0.53, 1.04, -0.31
-0.25, 0.41, 2.01, -1.62, -0.32, 1.02, -1.48, -0.47, -1.00, -0.76
-0.32, 0.49, 0.36, -1.74, -0.88, 1.15, -0.42, -0.72, -1.25, -0.36
-1.25, 1.57, 0.71, 0.36, -1.60, 0.76, -0.94, -0.42, -0.79, -0.78
0.99, -0.98, -0.73, 1.01, 1.27, -1.05, 1.32, 0.78, 1.00, 1.58
0.45, -0.45, -0.92, 0.28, 0.93, -1.77, 1.37, 0.32, 0.58, 0.62
0.36, -0.72, 1.14, -0.10, 0.29, -0.84, 0.54, 2.05, 0.50, 0.37
-1.36, 0.95, -0.34, 0.42, -0.08, -0.61, 0.08, 0.51, -0.55, -0.32
1.13, -0.16, -0.43, -0.33, 0.49, -0.68, 0.88, 0.82, 0.09, 0.41
0.32, 0.22, -1.19, 0.95, 0.15, 0.22, -0.72, 0.69, 0.90, 0.19
-1.50, 0.56, 0.75, 0.64, -0.78, 0.02, 0.16, -0.25, -0.22, -0.77
-0.81, 1.22, 0.12, 0.28, -0.62, 0.01, -0.32, 0.50, -0.49, -0.13
0.03, -0.79, -0.11, 0.91, 0.45, -0.28, 1.49, 0.48, 1.10, 0.48
0.13, 0.38, 1.18, -0.20, -0.49, 0.47, -0.51, -0.05, -0.41, -0.26
-0.48, 0.24, -1.85, 0.53, 0.12, -0.50, 0.06, -1.52, -1.35, -0.57
-1.57, 1.77, 0.70, -1.65, -1.48, 1.22, -1.75, 0.16, -0.92, -0.73
-0.30, 1.00, 1.65, -0.90, -1.15, 1.52, -0.33, 0.14, -0.62, -0.73
-0.88, 0.70, 2.31, -2.33, -0.93, 1.29, -0.94, -0.25, -0.93, 0.43
0.22, 0.69, -0.05, 0.20, -0.81, 0.23, -0.42, 0.35, -0.11, -0.52
1.21, -1.73, -0.74, 0.91, 2.01, -1.18, 0.20, 0.44, 0.97, 0.89
-2.28, 1.20, -1.27, 0.20, -1.13, 0.88, -0.43, -2.27, -2.21, -1.76
-2.72, 1.59, 0.54, -1.06, -0.70, 1.01, -2.30, -1.48, -0.80, -0.33
0.45, -0.79, -0.39, 0.39, 0.65, -0.76, 0.60, 0.01, 0.02, -0.45
0.86, -1.48, -0.79, -0.60, 1.38, -1.24, 1.19, 0.79, 1.28, 0.66
0.46, 0.49, -0.07, 0.36, 0.02, -0.43, 0.37, -0.13, -0.71, -0.12
-2.11, 1.70, 1.46, -1.75, -1.57, 1.18, -1.81, -1.42, -1.39, -0.62
1.89, -1.55, 0.22, 0.47, 1.25, -1.59, 1.77, 1.59, 1.06, 2.38
-2.30, 1.91, 1.15, -1.12, -2.55, 2.46, -1.34, -2.73, -2.44, -2.49
-0.62, 0.41, -0.76, -0.01, -0.83, 1.40, -0.23, -1.23, -1.09, -1.38
-0.44, 0.47, -1.07, 0.62, 0.09, -0.40, -0.22, -0.35, 0.05, -0.88
0.45, -0.67, 0.07, -0.18, 0.20, 0.70, -0.39, -0.26, -0.05, 0.16
-0.33, 0.85, 0.15, 0.19, -1.01, 1.13, 0.03, -0.03, -0.83, -0.63
1.15, -1.22, -0.80, 0.35, 1.17, -1.13, 0.93, 1.27, 0.95, 0.66
0.46, -0.41, -1.86, 0.83, 0.85, -1.25, 1.03, -0.67, 0.81, -0.76
-0.34, 1.16, 0.47, -0.51, -0.71, 1.08, -1.14, -0.10, -0.50, -0.08
1.47, -0.66, 0.14, -0.25, -0.08, -0.05, 1.13, -0.46, 0.17, 0.69
-0.85, 1.05, 1.50, -0.60, -1.33, 0.91, -1.06, -0.64, -1.60, -0.01
0.30, -1.26, 0.35, -0.52, 1.22, -0.44, 1.12, -0.03, 1.05, 1.02
0.08, -0.20, -0.67, 0.51, 0.85, -1.33, 0.66, 0.73, 0.37, -0.79
1.39, -1.08, -0.73, 1.00, 1.08, -0.76, 1.80, -0.20, 1.33, 0.62
0.44, -0.27, -0.74, 0.02, -0.37, -0.75, 0.29, 0.72, 0.63, 0.21
1.77, -1.03, -1.37, 0.35, 1.53, -2.36, 2.00, 2.25, 1.91, 0.29
-0.27, -0.32, -0.08, 0.93, -0.25, 0.24, 0.33, -1.26, -0.65, -1.02
0.75, -0.61, -1.16, 1.26, 1.36, -1.83, 1.34, 1.23, -0.07, 1.48
-2.46, 2.66, -0.31, -0.21, -1.90, 2.16, -1.95, -1.87, -1.41, -1.68
-0.03, 0.08, -0.72, 0.46, 0.43, -0.53, 1.28, 0.73, 0.59, 0.56
-0.43, 1.59, 0.61, -0.04, -1.82, 1.59, -1.51, -1.20, -1.03, -1.37
0.46, -0.02, 0.12, 0.34, 0.60, -0.80, 0.31, 2.27, 0.62, 0.26
-0.32, 0.13, 0.12, 0.15, 0.02, -0.63, 0.94, 0.47, 0.13, 0.12
-0.48, -1.30, -0.33, -0.39, 1.07, -1.00, 0.05, 1.70, 1.45, 0.44
-0.84, 0.35, 0.12, 0.34, -0.47, 0.86, -0.39, 0.53, -0.14, 0.37
0.21, 0.27, 0.70, 1.13, -1.11, 0.43, -2.01, -0.54, -1.39, -1.00
0.51, -1.54, -0.71, -0.42, 1.13, -0.15, 0.12, -0.12, 0.05, 1.46
-0.61, -0.15, 1.96, -1.49, -0.77, 1.11, -1.87, -2.31, -1.83, -1.41
